,ID,TARGET
0,0,0
1,1,1
2,2,0
3,3,0
4,4,0
5,5,0
6,6,1
7,7,0
8,8,1
9,9,0
10,10,1
11,11,1
12,12,1
13,13,0
14,14,0
15,15,1
16,16,0
17,17,0
18,18,1
19,19,0
20,20,2
21,21,0
22,22,0
23,23,0
24,24,0
25,25,0
26,26,0
27,27,0
28,28,1
29,29,1
30,30,0
31,31,0
32,32,0
33,33,1
34,34,0
35,35,0
36,36,0
37,37,1
38,38,0
39,39,0
40,40,0
41,41,1
42,42,0
43,43,0
44,44,1
45,45,0
46,46,0
47,47,3
48,48,0
49,49,0
50,50,1
51,51,1
52,52,0
53,53,0
54,54,1
55,55,1
56,56,1
57,57,0
58,58,0
59,59,1
60,60,1
61,61,0
62,62,0
63,63,0
64,64,2
65,65,2
66,66,1
67,67,2
68,68,1
69,69,1
70,70,0
71,71,0
72,72,0
73,73,2
74,74,2
75,75,1
76,76,0
77,77,2
78,78,1
79,79,0
80,80,0
81,81,0
82,82,0
83,83,0
84,84,0
85,85,2
86,86,1
87,87,2
88,88,0
89,89,0
90,90,2
91,91,0
92,92,1
93,93,1
94,94,2
95,95,0
96,96,0
97,97,0
98,98,0
99,99,3
100,100,0
101,101,0
102,102,0
103,103,1
104,104,3
105,105,0
106,106,0
107,107,1
108,108,1
109,109,0
110,110,1
111,111,3
112,112,0
113,113,1
114,114,0
115,115,1
116,116,0
117,117,0
118,118,3
119,119,3
120,120,1
121,121,0
122,122,0
123,123,0
124,124,0
125,125,0
126,126,2
127,127,1
128,128,0
129,129,0
130,130,1
131,131,0
132,132,0
133,133,1
134,134,0
135,135,1
136,136,1
137,137,0
138,138,1
139,139,1
140,140,1
141,141,0
142,142,0
143,143,0
144,144,0
145,145,0
146,146,0
147,147,0
148,148,0
149,149,1
150,150,0
151,151,0
152,152,0
153,153,0
154,154,0
155,155,1
156,156,1
157,157,1
158,158,0
159,159,0
160,160,1
161,161,2
162,162,1
163,163,0
164,164,1
165,165,1
166,166,1
167,167,1
168,168,0
169,169,0
170,170,0
171,171,1
172,172,1
173,173,0
174,174,1
175,175,0
176,176,0
177,177,0
178,178,0
179,179,0
180,180,2
181,181,1
182,182,0
183,183,0
184,184,0
185,185,0
186,186,1
187,187,1
188,188,1
189,189,0
190,190,1
191,191,3
192,192,0
193,193,2
194,194,1
195,195,1
196,196,1
197,197,1
198,198,1
199,199,0
200,200,1
201,201,0
202,202,0
203,203,0
204,204,1
205,205,1
206,206,1
207,207,0
208,208,1
209,209,0
210,210,1
211,211,1
212,212,1
213,213,1
214,214,0
215,215,0
216,216,1
217,217,0
218,218,0
219,219,1
220,220,0
221,221,0
222,222,1
223,223,1
224,224,0
225,225,0
226,226,1
227,227,0
228,228,0
229,229,1
230,230,1
231,231,1
232,232,1
233,233,0
234,234,0
235,235,0
236,236,0
237,237,1
238,238,1
239,239,0
240,240,1
241,241,0
242,242,1
243,243,0
244,244,0
245,245,0
246,246,2
247,247,0
248,248,2
249,249,0
250,250,0
251,251,2
252,252,0
253,253,0
254,254,2
255,255,0
256,256,0
257,257,0
258,258,1
259,259,0
260,260,1
261,261,1
262,262,0
263,263,1
264,264,0
265,265,2
266,266,0
267,267,0
268,268,2
269,269,1
270,270,1
271,271,2
272,272,1
273,273,0
274,274,1
275,275,0
276,276,2
277,277,0
278,278,1
279,279,0
280,280,0
281,281,1
282,282,0
283,283,0
284,284,1
285,285,1
286,286,0
287,287,1
288,288,0
289,289,1
290,290,1
291,291,0
292,292,2
293,293,1
294,294,0
295,295,0
296,296,0
297,297,0
298,298,0
299,299,1
300,300,1
301,301,0
302,302,0
303,303,0
304,304,0
305,305,1
306,306,0
307,307,0
308,308,0
309,309,1
310,310,0
311,311,1
312,312,1
313,313,0
314,314,0
315,315,0
316,316,0
317,317,0
318,318,0
319,319,0
320,320,0
321,321,3
322,322,3
323,323,0
324,324,0
325,325,0
326,326,0
327,327,0
328,328,0
329,329,0
330,330,0
331,331,1
332,332,1
333,333,1
334,334,1
335,335,0
336,336,2
337,337,2
338,338,2
339,339,0
340,340,2
341,341,2
342,342,2
343,343,1
344,344,0
345,345,1
346,346,0
347,347,0
348,348,1
349,349,0
350,350,0
351,351,1
352,352,0
353,353,1
354,354,1
355,355,1
356,356,2
357,357,2
358,358,1
359,359,0
360,360,0
361,361,0
362,362,0
363,363,0
364,364,0
365,365,0
366,366,0
367,367,0
368,368,0
369,369,1
370,370,0
371,371,3
372,372,0
373,373,1
374,374,0
375,375,0
376,376,1
377,377,2
378,378,0
379,379,0
380,380,1
381,381,0
382,382,0
383,383,0
384,384,1
385,385,1
386,386,0
387,387,1
388,388,0
389,389,1
390,390,0
391,391,1
392,392,1
393,393,2
394,394,0
395,395,0
396,396,1
397,397,1
398,398,2
399,399,0
400,400,1
401,401,1
402,402,0
403,403,0
404,404,0
405,405,0
406,406,0
407,407,0
408,408,1
409,409,0
410,410,0
411,411,0
412,412,1
413,413,0
414,414,0
415,415,0
416,416,1
417,417,0
418,418,1
419,419,0
420,420,0
421,421,0
422,422,0
423,423,1
424,424,0
425,425,0
426,426,1
427,427,0
428,428,1
429,429,1
430,430,0
431,431,0
432,432,2
433,433,0
434,434,0
435,435,0
436,436,0
437,437,0
438,438,2
439,439,0
440,440,1
441,441,1
442,442,1
443,443,1
444,444,0
445,445,2
446,446,1
447,447,1
448,448,1
449,449,1
450,450,1
451,451,0
452,452,0
453,453,0
454,454,0
455,455,0
456,456,0
457,457,1
458,458,0
459,459,0
460,460,2
461,461,1
462,462,0
463,463,1
464,464,1
465,465,1
466,466,0
467,467,1
468,468,1
469,469,0
470,470,0
471,471,0
472,472,0
473,473,0
474,474,0
475,475,0
476,476,1
477,477,0
478,478,0
479,479,0
480,480,0
481,481,0
482,482,0
483,483,1
484,484,0
485,485,0
486,486,1
487,487,1
488,488,1
489,489,0
490,490,0
491,491,0
492,492,1
493,493,0
494,494,0
495,495,1
496,496,0
497,497,0
498,498,0
499,499,2
500,500,0
501,501,0
502,502,2
503,503,1
504,504,1
505,505,0
506,506,0
507,507,1
508,508,0
509,509,1
510,510,0
511,511,0
512,512,0
513,513,0
514,514,0
515,515,0
516,516,1
517,517,0
518,518,1
519,519,1
520,520,0
521,521,0
522,522,0
523,523,0
524,524,0
525,525,0
526,526,0
527,527,0
528,528,0
529,529,0
530,530,0
531,531,0
532,532,1
533,533,1
534,534,1
535,535,1
536,536,0
537,537,1
538,538,0
539,539,1
540,540,1
541,541,1
542,542,1
543,543,0
544,544,0
545,545,0
546,546,0
547,547,0
548,548,0
549,549,0
550,550,0
551,551,0
552,552,0
553,553,1
554,554,0
555,555,1
556,556,1
557,557,1
558,558,0
559,559,0
560,560,1
561,561,0
562,562,1
563,563,0
564,564,1
565,565,0
566,566,0
567,567,3
568,568,0
569,569,3
570,570,3
571,571,0
572,572,0
573,573,0
574,574,0
575,575,1
576,576,1
577,577,0
578,578,1
579,579,0
580,580,1
581,581,1
582,582,2
583,583,1
584,584,2
585,585,1
586,586,0
587,587,0
588,588,0
589,589,0
590,590,1
591,591,0
592,592,1
593,593,0
594,594,2
595,595,3
596,596,3
597,597,1
598,598,1
599,599,0
600,600,0
601,601,0
602,602,0
603,603,0
604,604,0
605,605,0
606,606,2
607,607,0
608,608,0
609,609,1
610,610,0
611,611,0
612,612,1
613,613,0
614,614,0
615,615,1
616,616,3
617,617,0
618,618,0
619,619,0
620,620,1
621,621,0
622,622,1
623,623,1
624,624,0
625,625,0
626,626,0
627,627,1
628,628,0
629,629,0
630,630,0
631,631,1
632,632,1
633,633,0
