,id,price
0,100000,6996301.5
1,100001,4572219.5
2,100002,4203190.0
3,100003,3210715.5
4,100004,6229409.0
5,100005,4992668.0
6,100006,1857842.1
7,100007,2006825.2
8,100008,3315430.8
9,100009,3553284.5
10,100010,8548034.0
11,100011,5022583.0
12,100012,7044412.5
13,100013,2506147.0
14,100014,4656422.5
15,100015,9170777.0
16,100016,7624824.0
17,100017,2901605.8
18,100018,4653248.0
19,100019,7307827.0
20,100020,4500141.5
21,100021,3466603.0
22,100022,7463420.0
23,100023,10780476.0
24,100024,4365415.0
25,100025,3973437.2
26,100026,8901891.0
27,100027,4443827.5
28,100028,7418266.5
29,100029,3206238.5
30,100030,2774605.5
31,100031,7098535.0
32,100032,3645981.5
33,100033,4261225.0
34,100034,4176035.0
35,100035,3115513.0
36,100036,4490460.5
37,100037,3538820.2
38,100038,6286751.0
39,100039,4418983.0
40,100040,11384912.0
41,100041,5041527.5
42,100042,6304184.0
43,100043,4501970.0
44,100044,2087791.0
45,100045,3696215.0
46,100046,2874880.2
47,100047,3028744.8
48,100048,8972366.0
49,100049,2403784.5
50,100050,2820721.0
51,100051,4204922.0
52,100052,8774513.0
53,100053,7360718.0
54,100054,3060093.5
55,100055,9972878.0
56,100056,5667325.0
57,100057,2920281.0
58,100058,8819266.0
59,100059,7466260.5
60,100060,3805072.0
61,100061,10719101.0
62,100062,5250575.0
63,100063,3132337.2
64,100064,2212267.8
65,100065,2211746.8
66,100066,4851070.5
67,100067,5664769.0
68,100068,3437738.2
69,100069,2999486.5
70,100070,9777328.0
71,100071,6821198.5
72,100072,4617671.0
73,100073,3869814.5
74,100074,2149583.0
75,100075,3537495.2
76,100076,7508485.5
77,100077,3133705.2
78,100078,4390813.0
79,100079,1502293.0
80,100080,4894052.0
81,100081,1482575.1
82,100082,7312714.5
83,100083,8465055.0
84,100084,3827540.2
85,100085,6105693.0
86,100086,4065815.5
87,100087,5117060.0
88,100088,10844337.0
89,100089,3043313.2
90,100090,5140641.5
91,100091,6372043.5
92,100092,5591748.5
93,100093,8289183.5
94,100094,10683697.0
95,100095,3841544.8
96,100096,7987925.5
97,100097,4988716.5
98,100098,8242981.5
99,100099,10671420.0
100,100100,3634814.5
101,100101,2839052.8
102,100102,3507757.8
103,100103,6281296.5
104,100104,8985595.0
105,100105,3319859.2
106,100106,7469407.0
107,100107,3908062.8
108,100108,9948777.0
109,100109,4528293.5
110,100110,2739105.0
111,100111,4307525.0
112,100112,4598354.5
113,100113,2024820.5
114,100114,5154268.0
115,100115,2415271.0
116,100116,2773638.0
117,100117,6478890.5
118,100118,3365572.5
119,100119,13768037.0
120,100120,2532380.0
121,100121,1922611.8
122,100122,29886560.0
123,100123,1905239.8
124,100124,10864214.0
125,100125,2925508.0
126,100126,8083051.5
127,100127,5259377.0
128,100128,4652308.5
129,100129,1598836.8
130,100130,9945673.0
131,100131,6831163.0
132,100132,14655193.0
133,100133,4185844.8
134,100134,8306064.5
135,100135,6751162.5
136,100136,8431042.0
137,100137,5007559.5
138,100138,3882627.8
139,100139,2309687.0
140,100140,10772887.0
141,100141,15934914.0
142,100142,2049141.1
143,100143,4447696.0
144,100144,1968474.2
145,100145,3467618.8
146,100146,2823167.2
147,100147,4346777.0
148,100148,6876690.0
149,100149,7442906.5
150,100150,6670745.0
151,100151,3874413.2
152,100152,2187212.5
153,100153,8579898.0
154,100154,2691342.2
155,100155,2496878.2
156,100156,4093172.5
157,100157,4445756.5
158,100158,4457171.0
159,100159,7291967.5
160,100160,5513168.5
161,100161,7593867.5
162,100162,3143066.8
163,100163,17569744.0
164,100164,10854287.0
165,100165,10485853.0
166,100166,3890808.0
167,100167,3992688.0
168,100168,2842023.0
169,100169,7040803.5
170,100170,2043177.2
171,100171,1947541.1
172,100172,3953887.0
173,100173,2955378.8
174,100174,3140503.2
175,100175,8228494.5
176,100176,1479795.4
177,100177,17915830.0
178,100178,8024481.5
179,100179,1992065.5
180,100180,4316998.5
181,100181,7158613.5
182,100182,2719730.5
183,100183,2458561.8
184,100184,5984563.5
185,100185,5441726.0
186,100186,3199312.0
187,100187,2434907.0
188,100188,2566736.5
189,100189,5238169.0
190,100190,21342868.0
191,100191,1722364.1
192,100192,5999575.0
193,100193,8678627.0
194,100194,5644706.5
195,100195,1343262.9
196,100196,8301302.0
197,100197,3261922.2
198,100198,2019294.2
199,100199,2279835.8
200,100200,2312037.8
201,100201,7153603.0
202,100202,3889945.5
203,100203,3302699.0
204,100204,9219416.0
205,100205,2518546.0
206,100206,29114182.0
207,100207,6202565.5
208,100208,4601577.5
209,100209,4132193.8
210,100210,2749636.0
211,100211,9478215.0
212,100212,2335019.8
213,100213,7798104.5
214,100214,6151408.0
215,100215,4218045.0
216,100216,3859125.2
217,100217,4014494.8
218,100218,3593904.0
219,100219,3696571.0
220,100220,5924984.0
221,100221,5726222.0
222,100222,4332315.0
223,100223,5064124.0
224,100224,3262036.8
225,100225,2845394.0
226,100226,2947177.5
227,100227,3117155.8
228,100228,4577126.0
229,100229,1802633.6
230,100230,16892350.0
231,100231,6344504.0
232,100232,9545747.0
233,100233,2546679.5
234,100234,5690976.5
235,100235,4457171.0
236,100236,5930253.0
237,100237,5575912.0
238,100238,3390699.8
239,100239,3321123.0
240,100240,3858470.5
241,100241,4056474.2
242,100242,2809174.8
243,100243,2931675.0
244,100244,6532634.5
245,100245,4057394.0
246,100246,1801821.5
247,100247,8427643.0
248,100248,10066610.0
249,100249,3451898.0
250,100250,9300418.0
251,100251,9339304.0
252,100252,1561933.2
253,100253,5034309.5
254,100254,2547910.0
255,100255,3332233.5
256,100256,5938962.5
257,100257,3778085.0
258,100258,14867549.0
259,100259,3408391.0
260,100260,5314404.5
261,100261,6454152.5
262,100262,3634662.5
263,100263,13298447.0
264,100264,4656921.5
265,100265,8645678.0
266,100266,7171245.5
267,100267,8896495.0
268,100268,3672093.8
269,100269,13682971.0
270,100270,1384535.4
271,100271,11349534.0
272,100272,5044374.5
273,100273,5929721.0
274,100274,4187365.8
275,100275,1482951.4
276,100276,5540203.0
277,100277,3648573.8
278,100278,7182146.0
279,100279,2175023.8
280,100280,8418318.0
281,100281,9101668.0
282,100282,2032086.5
283,100283,3170706.8
284,100284,5292975.5
285,100285,7167606.0
286,100286,4308876.0
