,id,price
0,100000,7055218.0
1,100001,4495594.5
2,100002,4084565.5
3,100003,3048853.0
4,100004,6390852.5
5,100005,5027224.0
6,100006,1718738.0
7,100007,1854619.2
8,100008,3059906.0
9,100009,3984062.2
10,100010,8447693.0
11,100011,5508048.5
12,100012,7843683.5
13,100013,3623472.5
14,100014,4954137.0
15,100015,9095389.0
16,100016,7881446.0
17,100017,2938730.5
18,100018,4510971.5
19,100019,6933514.0
20,100020,4657938.0
21,100021,3380899.5
22,100022,6926308.5
23,100023,10504635.0
24,100024,4548376.5
25,100025,3890599.2
26,100026,8529119.0
27,100027,4237921.5
28,100028,7245054.5
29,100029,3384534.2
30,100030,2853665.2
31,100031,7027217.0
32,100032,3629450.8
33,100033,4258574.0
34,100034,4272000.0
35,100035,3102439.2
36,100036,4388368.5
37,100037,3529114.5
38,100038,6359395.0
39,100039,4800434.0
40,100040,10813260.0
41,100041,5379699.0
42,100042,6658496.5
43,100043,4450006.5
44,100044,2070742.9
45,100045,3673071.8
46,100046,2950255.8
47,100047,3171932.5
48,100048,9047313.0
49,100049,2377852.8
50,100050,4682621.0
51,100051,4495728.0
52,100052,9831666.0
53,100053,7216499.0
54,100054,2761564.5
55,100055,9127184.0
56,100056,5947170.5
57,100057,2765769.0
58,100058,7656186.5
59,100059,10203889.0
60,100060,3635778.8
61,100061,11710543.0
62,100062,6125773.5
63,100063,3249356.0
64,100064,2195517.2
65,100065,2501477.5
66,100066,4629266.5
67,100067,5689652.5
68,100068,3748391.5
69,100069,2542464.8
70,100070,9244007.0
71,100071,7757603.0
72,100072,4734404.0
73,100073,3942204.2
74,100074,2251413.5
75,100075,3435305.0
76,100076,7085569.5
77,100077,3151315.5
78,100078,4952761.0
79,100079,1866484.4
80,100080,5102355.0
81,100081,1456838.8
82,100082,6973117.0
83,100083,8258336.5
84,100084,3795531.8
85,100085,5709053.5
86,100086,4246058.5
87,100087,5241195.5
88,100088,10431037.0
89,100089,3031792.8
90,100090,5210414.0
91,100091,6225209.0
92,100092,5661602.5
93,100093,8293566.5
94,100094,10721866.0
95,100095,4038040.2
96,100096,7751644.0
97,100097,5015791.0
98,100098,8634413.0
99,100099,10739801.0
100,100100,4652679.0
101,100101,2829314.2
102,100102,4149895.0
103,100103,6974799.5
104,100104,10345632.0
105,100105,2986187.2
106,100106,7386258.5
107,100107,3950864.2
108,100108,10749125.0
109,100109,4432979.5
110,100110,2547388.8
111,100111,4230073.0
112,100112,4509876.5
113,100113,2168433.5
114,100114,5372021.5
115,100115,2351134.5
116,100116,2922965.8
117,100117,6457500.0
118,100118,3371413.0
119,100119,13301297.0
120,100120,2584705.8
121,100121,1540676.9
122,100122,33503628.0
123,100123,1982635.4
124,100124,10443044.0
125,100125,2999800.5
126,100126,8288644.0
127,100127,5379537.0
128,100128,4460587.5
129,100129,2002112.6
130,100130,8339263.0
131,100131,6908154.5
132,100132,13586595.0
133,100133,4214891.0
134,100134,8393502.0
135,100135,6692285.0
136,100136,9359731.0
137,100137,5120471.5
138,100138,3717418.8
139,100139,2476322.8
140,100140,10942574.0
141,100141,14904242.0
142,100142,2211318.0
143,100143,4610697.5
144,100144,1922453.4
145,100145,3514033.5
146,100146,2834520.8
147,100147,4105544.5
148,100148,6919819.0
149,100149,8143640.0
150,100150,7128196.5
151,100151,2050241.5
152,100152,2271551.5
153,100153,8163150.0
154,100154,2803774.8
155,100155,2445428.2
156,100156,4419738.5
157,100157,4005151.8
158,100158,4562948.0
159,100159,8152832.0
160,100160,5515372.0
161,100161,9618791.0
162,100162,2999540.8
163,100163,23130176.0
164,100164,6224639.0
165,100165,9577387.0
166,100166,3248498.2
167,100167,3530063.2
168,100168,2813226.2
169,100169,6989517.5
170,100170,1837534.5
171,100171,1985201.4
172,100172,3979405.0
173,100173,2542652.0
174,100174,3365862.0
175,100175,7721224.5
176,100176,1421606.2
177,100177,5020977.0
178,100178,7882134.0
179,100179,1965618.1
180,100180,4368312.5
181,100181,7175952.0
182,100182,2826605.5
183,100183,2399018.2
184,100184,5872225.5
185,100185,5056116.5
186,100186,3117984.8
187,100187,2229247.0
188,100188,2640991.0
189,100189,5469815.5
190,100190,19227922.0
191,100191,1915583.6
192,100192,6970472.5
193,100193,8740084.0
194,100194,5769629.0
195,100195,1366784.0
196,100196,8181053.0
197,100197,3604613.2
198,100198,2129775.8
199,100199,2265150.0
200,100200,2270787.2
201,100201,6559637.5
202,100202,3905920.0
203,100203,3270096.2
204,100204,9579593.0
205,100205,2496457.0
206,100206,24074030.0
207,100207,6177115.0
208,100208,4878790.0
209,100209,3933559.5
210,100210,2749201.0
211,100211,10497182.0
212,100212,2359671.0
213,100213,8180674.5
214,100214,6020801.5
215,100215,3651328.8
216,100216,3864795.5
217,100217,4610971.5
218,100218,3538673.8
219,100219,2987104.0
220,100220,6246514.5
221,100221,7995966.0
222,100222,4131294.0
223,100223,5335566.0
224,100224,3170275.2
225,100225,3082977.8
226,100226,2785607.2
227,100227,3180925.8
228,100228,4787265.5
229,100229,1700527.4
230,100230,18558970.0
231,100231,6382214.5
232,100232,8858260.0
233,100233,2476203.5
234,100234,5718503.5
235,100235,4562948.0
236,100236,6673091.5
237,100237,5595302.0
238,100238,3246328.2
239,100239,3218106.5
240,100240,4007910.8
241,100241,4053799.2
242,100242,2849292.8
243,100243,2830190.0
244,100244,6534819.5
245,100245,4302802.5
246,100246,1798673.6
247,100247,7598358.0
248,100248,9687415.0
249,100249,3185608.0
250,100250,9158969.0
251,100251,9310206.0
252,100252,1353942.0
253,100253,5134658.0
254,100254,2550721.0
255,100255,3152697.0
256,100256,5622847.5
257,100257,3738620.0
258,100258,14746499.0
259,100259,3311825.0
260,100260,5376633.5
261,100261,6067863.5
262,100262,3672643.5
263,100263,14901129.0
264,100264,4559445.0
265,100265,8662364.0
266,100266,6968151.5
267,100267,8627874.0
268,100268,3582757.0
269,100269,16535485.0
270,100270,1530548.2
271,100271,7710174.0
272,100272,4928864.0
273,100273,6270112.0
274,100274,4211267.0
275,100275,1564036.5
276,100276,5954184.5
277,100277,3577199.2
278,100278,7117807.0
279,100279,2218085.2
280,100280,8671024.0
281,100281,9854831.0
282,100282,1778087.6
283,100283,3234493.8
284,100284,5145746.0
285,100285,7043137.5
286,100286,3878983.5
287,100287,11244796.0
288,100288,2887267.5
289,100289,24694518.0
290,100290,3443167.2
291,100291,4911243.0
292,100292,3632427.8
293,100293,2119821.0
294,100294,5483453.0
295,100295,2704476.2
296,100296,3924355.8
297,100297,3722746.0
298,100298,2418560.2
299,100299,6794357.0
300,100300,6353465.0
301,100301,3903205.0
302,100302,1910626.4
303,100303,6094725.5
304,100304,5041256.5
305,100305,3688842.0
306,100306,4549301.0
307,100307,2884901.5
308,100308,5089422.0
309,100309,6580779.5
310,100310,10764426.0
311,100311,4458873.5
312,100312,3705567.8
313,100313,3628335.5
314,100314,4508217.0
315,100315,2371638.5
316,100316,13787840.0
317,100317,3088996.8
318,100318,3404485.5
319,100319,4347771.0
320,100320,1687110.6
321,100321,5444231.5
322,100322,5237407.0
323,100323,12639471.0
324,100324,2482294.0
325,100325,5834017.5
326,100326,4958778.5
327,100327,4281651.0
328,100328,3439716.0
329,100329,5959431.5
330,100330,5276452.0
331,100331,2739233.5
332,100332,4312094.5
333,100333,6338169.0
334,100334,5161489.5
335,100335,3923518.5
336,100336,9565337.0
337,100337,6943435.5
338,100338,11431435.0
339,100339,14173181.0
340,100340,8238687.0
341,100341,4934432.5
342,100342,7739976.5
343,100343,15391790.0
344,100344,4852997.5
345,100345,3935445.2
346,100346,1886711.0
347,100347,6414800.5
348,100348,4597240.0
349,100349,4993173.5
350,100350,4547745.0
351,100351,4356251.5
352,100352,7167334.5
353,100353,5780499.0
354,100354,2922965.8
355,100355,6336090.5
356,100356,2903074.0
357,100357,5064532.5
358,100358,5265218.5
359,100359,5413641.5
360,100360,9360549.0
361,100361,1708846.9
362,100362,3934575.8
363,100363,6600676.0
364,100364,3639142.5
365,100365,1895090.9
366,100366,5775284.0
367,100367,8460781.0
368,100368,9339526.0
369,100369,5004363.0
370,100370,9045551.0
371,100371,10723971.0
372,100372,4354444.5
373,100373,3230242.5
374,100374,5801395.0
375,100375,2675100.0
376,100376,5829595.5
377,100377,6723085.0
378,100378,7769239.5
379,100379,5055442.5
380,100380,7456990.5
381,100381,3399907.0
382,100382,6514199.5
383,100383,7346883.0
384,100384,4242396.5
385,100385,8185283.5
386,100386,1433024.6
387,100387,7651593.5
388,100388,2800908.5
389,100389,6699899.5
390,100390,3256186.5
391,100391,5249970.0
392,100392,3340565.8
393,100393,2953036.2
394,100394,4202977.5
395,100395,5836697.0
396,100396,5887848.0
397,100397,3260911.0
